X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,tt,T_f_cens,event,T_1,T_0,T_f,T_cf,Xbeta
0.46748725536427244,0.21877020896934207,0.48475300772753505,0.0,0.39551100978587844,0.31752502041892805,0.27361143075055167,0.41629331336991815,0.460066230720519,0.1356883813744657,0.3775018898645833,0.38077912279341464,0.21545141822502423,0.34230682633114656,0.33321562665958737,0.2478907937077759,0.5360558285846001,0.3505397528390088,0.2634423566793994,0.0,0.06916689881351024,0.5504623926221455,0.3667862555728953,0.290633384439417,0.3005231967228952,1,0.862667517216256,1,0.862667517216256,0.6356943686403637,0.862667517216256,0.6356943686403637,-0.033235850477513255
0.7010044784555965,0.6789386537373572,0.42690757971564386,0.49600975547375503,0.7306430671883377,0.5404590236263176,0.685936410664239,0.8317503277455918,0.6315848560005692,0.6803313776863081,0.8347577446005048,0.7773367766538201,0.6004370643107855,0.8060380987806347,0.806604879019001,0.6184572257453592,0.6364878654189446,0.6717100666990092,0.8213948057408434,0.8323352194211424,0.6162256098198048,0.6370420362432744,0.7220278506865718,0.693906068977936,0.6806499158668997,0,0.7005859160911088,1,0.2772233071746785,0.7005859160911088,0.7005859160911088,0.2772233071746785,-0.0025210942931162003
0.6809094071203897,0.7131883943970233,0.619043506977876,0.8098791069804542,0.6952284494190962,0.6240479567288609,0.7543404007138649,0.5788509479533122,0.6468699839327459,0.4422794647464703,0.5296099444705241,0.8378467602881133,0.584817265653725,0.4610379924873827,0.6445948798479367,0.4726499431751245,0.48472581367242984,0.6706623756026212,0.6230530027801384,0.6586598584566984,0.3736001600020418,0.7316440986778325,0.7264649007846115,0.7232502289509674,0.5593425740920498,0,1.3580448186221517,1,0.7031157079417959,1.3580448186221517,1.3580448186221517,0.7031157079417959,-0.03796330974421889
0.5064770696660703,0.6757916429554448,0.687198040036919,0.6083364833230376,0.8632327344817702,0.560594636992507,0.4292414349272561,0.6391583892291999,0.6756790808880528,0.43581363009319624,0.7450003079013536,0.6371951497479307,0.6897861860549693,0.7653038104094254,0.657827744932625,0.9522579288668864,0.5680937702714614,0.7489684343510254,0.7410973452816533,0.48743683969384244,0.8830061851747106,0.6284593379858386,0.4625536721862126,0.8527356941636698,0.5481120442866785,0,1.1632782420036298,1,0.4521348417600743,1.1632782420036298,1.1632782420036298,0.4521348417600743,-0.029096632836613002
0.2841561928645045,0.3297684539955379,0.4088672715215142,0.3157944054818416,0.3725525731570429,0.38560779435900344,0.2794304699754568,0.13647273307890406,0.4451240391808782,0.062268428708818435,0.3541511775599315,0.5911027037029258,0.16499476073068675,0.4084297663104584,0.2057722251519506,0.44995397053923736,0.41230108910929353,0.22533014895756737,0.33474392489623683,0.28787923698279577,0.23642773877654089,0.14012789475751775,0.2834044373856032,0.3349561490213116,0.46312945254013277,1,0.24771671851265367,1,0.24771671851265367,0.7204344936562324,0.24771671851265367,0.7204344936562324,-0.02609278105084773
0.23532881713641235,0.2756042431552499,0.1506588894023827,0.3964456650880699,0.2696977114484365,0.4632901370490048,0.24165499251731676,0.49098285394049335,0.6352819669289673,0.1453689374416599,0.40802614678182075,0.2850707975894216,0.21362307586380258,0.38902212980273776,0.48483453400235677,0.4135388009439415,0.48697861568641254,0.4749795937622644,0.3286388616877719,0.3705987455646839,0.20467034877243567,0.23104137885841075,0.16806456542256554,0.35210646886497493,0.4504538100353054,1,0.2885951721905298,1,0.2885951721905298,0.5039532430164305,0.2885951721905298,0.5039532430164305,-0.0021132244336447767
0.7725092362788424,0.7697062495799002,0.5888866174840349,0.8112905427120392,0.7190719169546644,0.5159876645148952,0.7166879203402009,0.644886736224158,0.7491090804094455,0.4775230021152694,0.5179443393020497,0.712747184436827,0.5281552826408629,0.6527230916463765,0.6845990586064629,0.5220907795762297,0.7323798043214119,0.6506276480404748,0.597751031753292,0.534672030847007,0.35961319638421285,0.6991489683833502,0.630169826336768,0.9380149752184976,0.6123888218443535,0,0.7137960327540035,0,0.3580221714224711,1.5256287369629349,1.5256287369629349,0.3580221714224711,-0.018233536154077676
0.6809947212568401,0.8744688784629169,0.48224466645711944,0.7375679570895902,0.7481945351141345,0.7536138257615118,0.6734420136424727,0.5561580277979539,0.7770773114738996,0.6711619320860035,0.5598836304664216,0.6912295937593692,0.6717184665370229,0.8707757361232429,0.6649707518785903,0.6782905867318738,0.7189321330227723,0.4332139349097011,0.8059607207293533,0.6892663678579021,0.6255186298351467,0.6070447102663187,0.6853889806114641,0.6038426459691095,0.5853147775129203,0,0.2969982914933926,0,0.6560795299376858,1.2889277726172985,1.2889277726172985,0.6560795299376858,0.02322948082874424
0.5360459577421993,0.7309005616923615,0.7389932468794261,0.663740922683471,0.6962225699627073,0.6340658974866197,0.5874710058764921,0.7954414074857264,0.8052266467487221,0.5988160751871283,0.759673910918043,0.7333069907882834,0.6069590589863464,0.6259840414892193,0.6213041219832824,0.6371448387395728,0.8181241647508202,0.801997230908883,0.6138353618756441,0.5570117089199584,0.7335129487802784,0.8030338672393653,0.6858753301448249,0.9104013235008058,0.627953479577477,0,0.5550752348241547,0,0.39183683698183547,1.1141488124617605,1.1141488124617605,0.39183683698183547,0.010955850496243353
0.4613154053288251,0.28920283599553814,0.2775481605729954,0.3933979029769539,0.4158754519806774,0.3241746411685914,0.455581797216874,0.21047272326799826,0.3536683438706842,0.34303335348686553,0.3950569799842064,0.3564234420619011,0.3061658905844048,0.32117250796659275,0.4268523008738979,0.30835074154167436,0.3054963209114355,0.4060095500439175,0.3769880786439208,0.17084818235759952,0.2757962381768695,0.3514743944595018,0.24683568105720455,0.3924392499968844,0.2798320949837764,1,0.33682730660228405,1,0.33682730660228405,1.152785491183829,0.33682730660228405,1.152785491183829,0.010114400927952542
