,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,tt,T_f_cens,event,T_1,T_0,T_f,T_cf,Xbeta
0,0.966066348381391,0.4114155815711398,-0.43193469268964346,-0.5004480457962628,0.008701102792048755,-2.2343637359869546,-1.3133989479505044,0.27327480864283854,0.37288052825589085,-0.0425622951294725,0.3800385790556917,0.8253571701040792,1.9267715222315653,-1.1178974264265882,0.7664351049972574,-1.138890592992457,-1.5788009423404328,-0.7978778981829117,-1.4878484482745709,-0.60344136531524,-0.08202527719239897,-0.9814180390989713,-1.7556793744071153,-1.0648695884795445,-0.0742913309326498,1,0.26918893312162157,1,0.26918893312162157,0.751508815679674,0.26918893312162157,0.751508815679674,3.0910465870028103
1,-0.9079036886952238,0.783476625857617,0.1565815831290172,-1.0530495056177558,1.4257576484178807,0.0987994648804335,-0.6882398910054157,0.4636736585782022,-0.13562994628530597,0.06715148239087576,-0.032789520784924635,-0.32307114403942616,1.0594119045446164,1.2010711322514456,-0.8765272636868724,0.21400790844834758,-0.20359072495958133,-0.4645426945225068,-1.0083116370950571,0.4931771888913939,0.6311850736505003,-0.8635514137696864,0.21984787661823815,0.32600145505624745,-0.39360504742512387,1,0.5817721925919273,0,0.7335136827528451,1.0397255111530108,0.7335136827528451,1.0397255111530108,-1.0083554305099847
2,-2.150800991015646,-0.27474611457919484,-2.065337289849626,-1.283819446115608,-0.42107492163059984,-0.6908225777234198,-0.6092309007678528,0.587081551676921,0.4881282305009265,2.0313610509646565,-0.35051530595780905,-0.7579794576760212,-0.9971702166875159,-0.09526973106612005,-0.34382892813988886,0.9578858943290491,-0.5429800191058037,0.12630034450185487,-0.5226805273732228,-0.36638030935108057,-0.8337940612621415,0.36458039858372615,1.5576239803233638,1.9935320984719025,-0.5478590175305875,0,0.5973961635647693,1,0.451866047504121,0.5973961635647693,0.5973961635647693,0.451866047504121,-6.269934649896099
3,1.0900458678266731,0.045639594622282446,-0.4363297246425506,0.2572515110737043,0.08873840142588785,-0.88820157577788,-0.3243750251940499,-1.2163353329462654,-0.4209687187211644,1.191803408895158,-0.11458607281282186,-0.9417599127537342,0.056896087277692964,0.5878567381977924,0.0638403658189048,0.5183221750859083,0.8403340281072458,-0.2981190017884587,1.961555802013951,0.2144845950990303,1.3176637663741404,-0.5429101601062614,-1.2632891619344124,-1.1007878668764606,-0.20893104752409,1,0.3968313771768236,1,0.3968313771768236,0.8618768973782794,0.3968313771768236,0.8618768973782794,2.51396442765962
4,1.5564445613684947,0.2817816299107821,-1.1965866561169445,-0.5013797498612979,-1.3939400722906479,0.20649029274769307,1.0177788657518063,-0.18651444971795678,-1.3184896988340127,0.7271784883543349,0.5033571102010655,-0.3539294301027352,-1.8768723249907275,0.9171246025910037,-0.14049093109549113,-0.6386788412417608,0.06198558039437809,1.2542450551685913,0.2525544962498426,2.1084725529847916,0.11243193540940885,1.27358881885681,0.22658007097543742,-0.4513259503324549,-0.5635675661142221,0,1.8932430529535031,1,0.7083356519706119,1.8932430529535031,1.8932430529535031,0.7083356519706119,-3.471019470411901
5,-0.41755101723352483,-0.4141417288429383,-0.3505014243696203,0.17867976767502347,0.34793765787982756,0.9431565834608829,0.6950147329644715,1.2685694376501913,0.25085945505113855,-0.9242098293286226,-1.645022767032478,-0.6941467481683441,0.2531237985702222,0.14791795380928466,0.8447114416818845,0.03696814842930674,0.02951975675924215,-0.14890206211035792,-0.787305529193963,0.6077150820194085,1.1479428459356682,0.9324563999261506,1.3112538538226355,0.8574178199024604,1.1752250169874996,0,0.7758407828638573,1,0.542569173415359,0.7758407828638573,0.7758407828638573,0.542569173415359,-0.5626331265694315
6,-0.1770915422692347,0.9176244348462976,1.3191463371413867,-1.117086146678495,-1.1626316159764192,0.3705587933125798,-0.1140687181396281,-1.3370163933988772,-0.8329645245928001,0.15064746854745412,-0.9550407150020258,-2.8185543086564646,0.8589559699431079,0.23616826004872177,0.24794595350682883,1.3092936396693202,0.5745500448610118,0.43604241610749134,-0.6632276649788197,-2.0090485595679803,-0.6554522090407284,0.7026808909644499,0.7042537478931675,0.16212058852704225,-0.16893739525625184,0,0.46974245702604006,0,0.4017079935273753,1.418539273196317,1.418539273196317,0.4017079935273753,1.1919154476749643
7,0.7990048553725432,-0.12483119352743877,1.0735512398712084,0.01004468736509811,-2.04620997278166,0.4196080265980519,1.0278145491685797,-0.5433362763818687,0.5428748975808823,0.18378549332509336,-0.9756826561690153,2.0375712878133023,0.13073704616533188,-0.38023453266700313,-0.7172908375444182,-0.4704865173328964,0.2878601102498838,-2.0157734281774875,-0.15876908200576076,2.262093127624684,0.13224972062571863,-1.6169981107319622,-0.3779011738001038,0.0842539174066812,-0.45977067099813174,0,1.8238706923109258,0,1.0770530996026453,1.8891630091821667,1.8891630091821667,1.0770530996026453,0.013433915346494935
8,0.6726519960234101,0.9730644536787653,2.412839909400771,1.1795528541074218,0.1955380509726108,1.4951495294848691,0.2732562088048106,1.3489431821111904,1.6243521139138908,1.1988610241889721,-1.8903586171841198,-0.6264254231382043,-1.004696520384092,-0.0832762980008181,0.775929926306555,-0.4719887186612335,-1.6534746088913388,0.7328031580058147,2.0611573255450413,0.24395946114392764,-1.3644068704776835,-0.651204302036557,0.3950235657397291,-1.0589497410975408,-1.4062462775145756,0,1.0232517250520634,1,1.1160214998281357,1.0232517250520634,1.0232517250520634,1.1160214998281357,-1.7411693951447842
9,-2.4785040715641786,-0.9178859723214527,-0.0978822568410062,0.3403123884271894,1.2833449761814872,-1.125298030595978,0.47826199900261684,-0.2553087142123232,-0.18852800035256842,0.015883382424547357,1.5195238677335805,1.4315159760999996,0.5420708347655766,-0.29718153956319143,-0.12811154850446485,-0.3966107289244649,1.9128349952231587,1.3924629085539446,0.6599244021111651,-0.5242530677479221,-0.5546508865220791,-3.981019585547134,-0.8697319265441632,-1.571657823981379,0.5307185325801871,1,0.5895265227436332,1,0.5895265227436332,0.8360587184256643,0.5895265227436332,0.8360587184256643,3.302479697793887
