,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,tt,T_f_cens,event,T_1,T_0,T_f,T_cf,Xbeta
0,-4.033933651618609,-4.5885844184288604,-5.4319346926896435,-5.500448045796263,-4.991298897207951,-7.234363735986955,-6.313398947950504,-4.726725191357161,-4.627119471744109,-5.042562295129472,-4.619961420944309,-4.174642829895921,-3.073228477768435,-6.117897426426588,-4.2335648950027425,-6.138890592992457,-6.578800942340433,-5.797877898182912,-6.487848448274571,-5.6034413653152395,-5.082025277192399,-5.981418039098971,-6.755679374407116,-6.064869588479544,-5.07429133093265,1,0.11876402576290482,1,0.11876402576290482,0.5539878346898917,0.11876402576290482,0.5539878346898917,0.931020967463704
1,-5.907903688695224,-4.216523374142383,-4.843418416870983,-6.053049505617755,-3.5742423515821193,-4.901200535119567,-5.6882398910054155,-4.536326341421798,-5.135629946285306,-4.932848517609124,-5.032789520784925,-5.323071144039426,-3.9405880954553836,-3.7989288677485544,-5.876527263686873,-4.785992091551653,-5.203590724959581,-5.464542694522507,-6.008311637095057,-4.506822811108606,-4.3688149263495,-5.863551413769686,-4.780152123381762,-4.673998544943752,-5.393605047425124,1,0.21983639768141627,0,0.5130270486068234,0.865776880394417,0.5130270486068234,0.865776880394417,-0.31404749449586705
2,2.849199008984354,4.7252538854208055,2.934662710150374,3.716180553884392,4.5789250783694,4.30917742227658,4.3907690992321475,5.5870815516769206,5.4881282305009265,7.031361050964657,4.649484694042191,4.242020542323979,4.002829783312484,4.90473026893388,4.656171071860111,5.957885894329049,4.457019980894196,5.126300344501855,4.477319472626777,4.63361969064892,4.166205938737859,5.364580398583726,6.557623980323363,6.993532098471903,4.4521409824694125,0,0.7455290061985822,0,1.2176755345656785,1.8510180710138446,1.8510180710138446,1.2176755345656785,-1.959167980393086
3,-3.909954132173327,-4.9543604053777175,-5.436329724642551,-4.742748488926296,-4.911261598574113,-5.88820157577788,-5.32437502519405,-6.216335332946265,-5.420968718721165,-3.808196591104842,-5.114586072812822,-5.941759912753734,-4.943103912722307,-4.412143261802208,-4.936159634181095,-4.481677824914092,-4.159665971892754,-5.298119001788459,-3.038444197986049,-4.78551540490097,-3.6823362336258594,-5.542910160106262,-6.263289161934413,-6.100787866876461,-5.20893104752409,1,0.26564472271827355,1,0.26564472271827355,0.8502762446646155,0.26564472271827355,0.8502762446646155,0.6802308678997576
4,6.556444561368495,5.281781629910782,3.8034133438830553,4.4986202501387025,3.606059927709352,5.206490292747693,6.017778865751806,4.813485550282043,3.6815103011659875,5.727178488354335,5.503357110201065,4.646070569897264,3.1231276750092727,5.917124602591004,4.859509068904509,4.361321158758239,5.061985580394378,6.2542450551685915,5.252554496249843,7.108472552984791,5.1124319354094085,6.27358881885681,5.226580070975437,4.548674049667545,4.436432433885778,0,0.8518025263425629,0,0.7108224516087998,3.1060757478788465,3.1060757478788465,0.7108224516087998,-0.6918218305137944
5,4.582448982766476,4.585858271157061,4.64949857563038,5.178679767675024,5.347937657879828,5.943156583460883,5.695014732964472,6.268569437650191,5.250859455051138,4.075790170671377,3.354977232967522,4.305853251831656,5.253123798570222,5.1479179538092845,5.844711441681884,5.036968148429307,5.0295197567592425,4.851097937889642,4.212694470806037,5.607715082019409,6.147942845935669,5.932456399926151,6.3112538538226355,5.8574178199024605,6.1752250169875,0,0.41747338776682075,0,0.6612597657786875,1.1307024508758445,1.1307024508758445,0.6612597657786875,-0.29045844121333986
6,4.822908457730765,5.917624434846298,6.319146337141387,3.8829138533215053,3.8373683840235806,5.37055879331258,4.885931281860372,3.6629836066011228,4.1670354754072,5.150647468547454,4.044959284997974,2.1814456913435354,5.858955969943108,5.236168260048721,5.247945953506829,6.30929363966932,5.574550044861012,5.436042416107491,4.33677233502118,2.9909514404320197,4.344547790959272,5.70268089096445,5.704253747893167,5.162120588527042,4.831062604743748,0,0.17750330955239793,0,0.14940522787268448,0.9914301675436683,0.9914301675436683,0.14940522787268448,0.30375700782234694
7,5.7990048553725435,4.875168806472561,6.073551239871208,5.010044687365098,2.95379002721834,5.419608026598052,6.02781454916858,4.4566637236181315,5.542874897580882,5.183785493325093,4.024317343830985,7.037571287813302,5.130737046165332,4.619765467332996,4.282709162455582,4.529513482667103,5.287860110249884,2.9842265718225125,4.841230917994239,7.262093127624684,5.132249720625719,3.383001889268038,4.622098826199896,5.084253917406681,4.5402293290018685,0,0.6891927251593228,0,0.7559891803214126,1.7561599048993013,1.7561599048993013,0.7559891803214126,0.16234631970221333
8,5.67265199602341,5.973064453678766,7.4128399094007715,6.179552854107422,5.195538050972611,6.495149529484869,5.273256208804811,6.34894318211119,6.624352113913891,6.198861024188972,3.10964138281588,4.373574576861795,3.9953034796159077,4.916723701999182,5.775929926306555,4.528011281338767,3.346525391108661,5.732803158005815,7.061157325545041,5.243959461143928,3.6355931295223165,4.348795697963443,5.395023565739729,3.941050258902459,3.5937537224854244,0,0.7794315250196329,1,0.8877957895329912,0.7794315250196329,0.7794315250196329,0.8877957895329912,-0.3740551733419105
9,-7.478504071564179,-5.917885972321453,-5.0978822568410065,-4.659687611572811,-3.7166550238185128,-6.125298030595978,-4.5217380009973835,-5.255308714212323,-5.1885280003525684,-4.984116617575452,-3.4804761322664195,-3.5684840239000004,-4.4579291652344235,-5.297181539563192,-5.128111548504465,-5.396610728924465,-3.0871650047768413,-3.6075370914460554,-4.340075597888835,-5.524253067747922,-5.554650886522079,-8.981019585547134,-5.869731926544163,-6.571657823981379,-4.469281467419813,1,0.47229472623776864,1,0.47229472623776864,0.797651604533359,0.47229472623776864,0.797651604533359,0.4636847631343737
